3.30605720062209,-1.61931555054433,0,9,2,0.65
4.76795455676517,-2.35026422861587,0,9,2,0.65
6.10543511664075,-3.43891119595646,0,9,2,0.65
7.20963418351478,-4.60531866096424,0,9,2,0.65
7.95613496111976,-5.78727822550545,0,9,2,0.65
8.03389545878695,-6.65819579937793,0,9,2,0.65
7.49830000000000,-10.3887000000000,0,9,2,0.65
6.96270000000000,-14.1193000000000,0,9,2,0.5
6.42720000000000,-17.8498000000000,0,9,2,0.5
5.89160000000000,-21.5804000000000,0,8,2,0.5
5.77884102643858,-22.3658163281493,0,6,2,1
5.48335113530328,-22.8479314136859,0,6,2,1
5.03234024883361,-22.9256919113531,0,6,2,1
4.39470416796269,-22.7079625178849,0,6,2,1
3.64820339035772,-21.3860340575428,0,6,2,1
3.51600000000000,-21.0330000000000,0,6,2,1
3.38380000000000,-20.6800000000000,0,6,2,1
3.25160000000000,-20.3269000000000,0,6,2,1
1.00434646967341,-14.3253808693624,0,9,2,0.65
-0.5664155832037,-9.73751150699847,0,8,2,0.65
-0.7375000000000,-8.48790000000000,0,7,2,0.65
-0.6130718818040,-7.45135287558321,0,6,2,0.65
-0.4886550855365,-6.53377900311043,0,5,2,0.7
-0.3797903888024,-5.86503872317264,0,5,2,0.9
-0.4419987869362,-5.27405894090204,0,5,2,0.9
-0.7530407776049,-4.90080855209955,0,5,2,0.9
-1.2040516640746,-4.69863125816487,0,5,2,0.9
-1.6706146500777,-4.74528755676518,0,5,2,1.2
-2.1060734370139,-4.93191275116643,0,5,2,1.2
-2.4326675272161,-5.21185054276829,0,5,2,1.2
-2.8059179160186,-5.53844463297047,0,5.5,2,1.2
-4.7810345567651,-5.08743374650080,0,5.5,2,1.2
-5.2009412441679,-4.35648506842926,0,5.5,2,1.2
-5.1231807465007,-3.50111959409023,0,5.5,2,1.2
-3.8790127838258,-2.98790030948670,0,5.5,2,1.2
-3.3968976982892,-2.78572301555211,0,5.5,2,1.2
-2.7903658164852,-2.50578522395024,0,5.5,2,1.2
-2.1682818351477,-2.24139953188181,0,6,2,1.2
0.50667928460345,-1.43269035614312,0,8,2,0.65
1.57977415241058,-1.40158615707621,0,9,2,0.65
